"INDICATOR_CODE","INDICATOR_NAME","SOURCE_NOTE","SOURCE_ORGANIZATION",
"SP.URB.TOTL.IN.ZS","Población urbana (% del total)","Urban population refers to people living in urban areas as defined by national statistical offices. The data are collected and smoothed by United Nations Population Division.","Naciones Unidas, Perspectivas de la urbanización mundial.",
