"INDICATOR_CODE","INDICATOR_NAME","SOURCE_NOTE","SOURCE_ORGANIZATION",
"EG.ELC.RNEW.ZS","Producción de energía eléctrica renovable (% de la producción total de electricidad)","Renewable electricity is the share of electrity generated by renewable power plants in total electricity generated by all types of plants.","Banco Mundial, base de datos de Energía Sostenible para Todos (SE4ALL) del Marco de Seguimiento Mundial de SE4ALL liderado de forma conjunta por el Banco Mundial, la Agencia Internacional de la Energía y el Programa de Asistencia para la Gestión del Sector de Energía.",
