"INDICATOR_CODE","INDICATOR_NAME","SOURCE_NOTE","SOURCE_ORGANIZATION",
"EG.ELC.HYRO.ZS","Producción de electricidad a partir de fuentes hidroeléctricas (% del total)","Se denominan fuentes de electricidad a los insumos que se utilizan para generar electricidad. La energía hidroeléctrica se refiere a la electricidad producida por plantas de energía hidroeléctrica.","Agencia Internacional de la Energía (AIE) (Estadísticas de la AIE © OCDE/AIE, http://www.iea.org/stats/index.asp); Estadísticas de energía y balances de países no pertenecientes a la OCDE; Estadísticas de energía de países de la OCDE, y balances de energía de países de la OCDE.",
